Prompt,Gst launch pipeline
Provide a gstreamer pipeline which uses a multiple preprocessor plugin only before primary inference for 4 source on jetson,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=4 width=1920 height=1080 ! nvvideoconvert ! nvdspreprocess config-file=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_preprocess.txt ! nvdspreprocess config-file=config_preprocess1.txt ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt unique-id=1 input-tensor-meta=1 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt unique-id=2 input-tensor-meta=1 ! nvmultistreamtiler width=1920 height=1080 ! nvvideoconvert ! nvdsosd ! nvegltransform ! nveglglessink filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_2 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_3
Provide a gstreamer pipeline which uses a multiple preprocessor plugin with multiple primary inference for 4 source on jetson,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=1 width=1920 height=1080 ! nvvideoconvert ! nvdspreprocess config-file=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_preprocess.txt ! nvdspreprocess config-file=config_preprocess1.txt ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt unique-id=1 input-tensor-meta=1 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt unique-id=2 input-tensor-meta=1 ! nvdspreprocess config-file=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_preprocess_sgie.txt operate-on-gie-id=1 ! nvdspreprocess config-file=config_preprocess_sgie1.txt operate-on-gie-id=2 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_secondary_vehicletypes.txt input-tensor-meta=1 unique-id=3 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_secondary_vehiclemake.txt input-tensor-meta=1 unique-id=4 ! nvmultistreamtiler width=1920 height=1080 ! nvvideoconvert ! nvdsosd ! nvegltransform ! nveglglessink filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_2 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_3
Provide a gstreamer pipeline which provide inference on a specific roi where detected objects are clipped to roi,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=1 width=1920 height=1080 ! nvvideoconvert ! nvdspreprocess config-file=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_preprocess.txt ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=5 unique-id=1 input-tensor-meta=1 clip-object-outside-roi=1 ! nvmultistreamtiler width=1920 height=1080 ! nvvideoconvert ! nvdsosd ! nveglglessink
Provide a gstreamer pipeline which provide inference on a specific roi where detected objects can get outside roi,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=1 width=1920 height=1080 ! nvvideoconvert ! nvdspreprocess config-file=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_preprocess.txt ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=5 unique-id=1 input-tensor-meta=1 clip-object-outside-roi=0 ! nvmultistreamtiler width=1920 height=1080 ! nvvideoconvert ! nvdsosd ! nveglglessink
Provide a gstreamer pipeline that uses a postprocessor plugin to parse the detections of primary infer on single stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=1 width=1920 height=1080 ! nvvideoconvert ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=1 unique-id=1 output-tensor-meta=1 ! nvdspostprocess postprocesslib-config-file=/opt/nvidia/deepstream/deepstream/sources/gst-plugins/gst-nvdspostprocess/config_detector.yml postprocesslib-name=/opt/nvidia/deepstream/deepstream/sources/gst-plugins/gst-nvdspostprocess/postprocesslib_impl/libpostprocess_impl.so ! queue ! nvmultistreamtiler width=1920 height=1080 ! nvvideoconvert ! nvdsosd ! nveglglessink
Provide a gstreamer pipeline that uses a postprocessor plugin to parse the detections of primary infer on multiple stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=4 width=1920 height=1080 ! nvvideoconvert ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=4 unique-id=1 output-tensor-meta=1 ! nvdspostprocess postprocesslib-config-file=/opt/nvidia/deepstream/deepstream/sources/gst-plugins/gst-nvdspostprocess/config_detector.yml postprocesslib-name=/opt/nvidia/deepstream/deepstream/sources/gst-plugins/gst-nvdspostprocess/postprocesslib_impl/libpostprocess_impl.so ! queue ! nvmultistreamtiler width=1920 height=1080 ! nvvideoconvert ! nvdsosd ! nveglglessink filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_2 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_3
Provide a gstreamer pipeline that uses a postprocessor plugin to parse the detections of primary and secondary infer on single stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m width=1920 height=1080 batch-size=1 ! nvinfer config-file-path=config_infer_primary_post_process.txt batch-size=1 ! nvdspostprocess postprocesslib-config-file=config_detector.yml postprocesslib-name= ./postprocesslib_impl/libpostprocess_impl.so ! queue ! nvinfer config-file-path= config_infer_secondary_vehiclemake_postprocess.txt ! nvdspostprocess postprocesslib-config-file= config_classifier_vehicle_make.yml postprocesslib-name= ./postprocesslib_impl/libpostprocess_impl.so ! queue ! nvinfer config-file-path= config_infer_secondary_vehicletypes_postprocess.txt ! nvdspostprocess postprocesslib-config-file= config_classifier_vehicle_type.yml postprocesslib-name= ./postprocesslib_impl/libpostprocess_impl.so ! queue ! nvmultistreamtiler ! nvvideoconvert gpu-id=0 ! nvdsosd ! nveglglessink
Provide a gstreamer pipeline that uses a postprocessor plugin to parse the detections of primary and secondary infer on multi stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m width=1920 height=1080 batch-size=4 ! nvinfer config-file-path=config_infer_primary_post_process.txt batch-size=4 ! nvdspostprocess postprocesslib-config-file=config_detector.yml postprocesslib-name= ./postprocesslib_impl/libpostprocess_impl.so ! queue ! nvinfer config-file-path= config_infer_secondary_vehiclemake_postprocess.txt ! nvdspostprocess postprocesslib-config-file= config_classifier_vehicle_make.yml postprocesslib-name= ./postprocesslib_impl/libpostprocess_impl.so ! queue ! nvinfer config-file-path= config_infer_secondary_vehicletypes_postprocess.txt ! nvdspostprocess postprocesslib-config-file= config_classifier_vehicle_type.yml postprocesslib-name= ./postprocesslib_impl/libpostprocess_impl.so ! queue ! nvmultistreamtiler ! nvvideoconvert gpu-id=0 ! nvdsosd ! nveglglessink filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_1 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_2 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_3
Provide a gstreamer pipeline that uses a postprocessor plugin to parse the detections of primary infer on single stream on jetson,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m batch-size=1 width=1920 height=1080 ! nvvideoconvert ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt batch-size=1 unique-id=1 output-tensor-meta=1 ! nvdspostprocess postprocesslib-config-file=/opt/nvidia/deepstream/deepstream/sources/gst-plugins/gst-nvdspostprocess/config_detector.yml postprocesslib-name=/opt/nvidia/deepstream/deepstream/sources/gst-plugins/gst-nvdspostprocess/postprocesslib_impl/libpostprocess_impl.so ! queue ! nvmultistreamtiler width=1920 height=1080 ! nvvideoconvert ! nvdsosd ! nv3dsink
Provide a gstreamer pipeline that uses a postprocessor plugin to parse the detections of primary and secondary infer on single stream,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m width=1920 height=1080 batch-size=1 ! nvinfer config-file-path=config_infer_primary_post_process.txt batch-size=1 ! nvdspostprocess postprocesslib-config-file=config_detector.yml postprocesslib-name= ./postprocesslib_impl/libpostprocess_impl.so ! queue ! nvinfer config-file-path= config_infer_secondary_vehiclemake_postprocess.txt ! nvdspostprocess postprocesslib-config-file= config_classifier_vehicle_make.yml postprocesslib-name= ./postprocesslib_impl/libpostprocess_impl.so ! queue ! nvinfer config-file-path= config_infer_secondary_vehicletypes_postprocess.txt ! nvdspostprocess postprocesslib-config-file= config_classifier_vehicle_type.yml postprocesslib-name= ./postprocesslib_impl/libpostprocess_impl.so ! queue ! nvmultistreamtiler ! nvvideoconvert gpu-id=0 ! nvdsosd ! nv3dsink
Provide a gstreamer pipeline that uses a postprocessor plugin to parse the infer segmentation model on single stream,gst-launch-1.0 uridecodebin uri=file:///opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h265.mp4 ! m.sink_0 nvstreammux name=m width=1920 height=1080 batch-size=1 ! nvinfer config-file-path=config_infer_segmentation_semantic_post_process.txt ! nvdspostprocess postprocesslib-config-file= config_segmentation_semantic.yml postprocesslib-name= ./postprocesslib_impl/libpostprocess_impl.so ! queue ! nvsegvisual ! nvmultistreamtiler ! nvvideoconvert gpu-id=0 ! nvdsosd ! nveglglessink sync=1
"Provide a gstreamer pipeline to generate test video, convert it using nvvideoconvert, encode it with nvv4l2h264enc using specified QP ranges, and store it in a H264 file.","gst-launch-1.0 videotestsrc num-buffers=300 ! nvvideoconvert ! ""video/x-raw(memory:NVMM)"" ! nvv4l2h264enc qp-range=20,30:30,40:10,20 ! filesink location=check_qp.h264"
Provide a Gstreamer pipeline to convert a videotestsrc to H264 and store it in a file.,"gst-launch-1.0 videotestsrc num-buffers=300 ! nvvideoconvert ! ""video/x-raw(memory:NVMM)"" ! nvv4l2h264enc control-rate=2 ! filesink location=check_const_default.h264"
"Provide a gstreamer pipeline to generate a test video, convert it to NVMM memory format, encode it using H264 and store the output in a .h264 file.","gst-launch-1.0 videotestsrc num-buffers=300 ! 'video/x-raw, width=1920, height=1080' ! nvvideoconvert ! ""video/x-raw(memory:NVMM)"" ! nvv4l2h264enc control-rate=0 initqp=40:40:40 ! filesink location=initqp-40-2.h264"
"Provide a gstreamer pipeline to generate test video frames, convert them using nvvideoconvert, encode them with nvv4l2h264enc with constant QP values, and store the output in a H264 file.","gst-launch-1.0 videotestsrc num-buffers=300 ! nvvideoconvert ! ""video/x-raw(memory:NVMM)"" ! nvv4l2h264enc control-rate=2 constqp=10:20:30 ! filesink location=check_constqp.h264"
Provide gstreamer pipeline to dewarp a given mp4 video on dGPU,gst-launch-1.0 uridecodebin uri=file:///opt/nvidia/deepstream/deepstream/samples/streams/sample_cam6.mp4 ! nvvideoconvert ! nvdewarper source-id=6 num-output-buffers=4 config-file=config_dewarper.txt ! m.sink_0 nvstreammux name=m width=1280 height=720 batch-size=4 batched-push-timeout=100000 num-surfaces-per-frame=4 ! nvmultistreamtiler rows=1 columns=1 width=720 height=576 ! nvvideoconvert ! nveglglessink
Provide gstreamer pipeline to dewarp a given mp4 video on Jetson,gst-launch-1.0 uridecodebin uri=file:///opt/nvidia/deepstream/deepstream/samples/streams/sample_cam6.mp4 ! nvvideoconvert ! nvdewarper source-id=6 num-output-buffers=4 config-file=config_dewarper.txt ! m.sink_0 nvstreammux name=m width=1280 height=720 batch-size=4 batched-push-timeout=100000 num-surfaces-per-frame=4 ! nvmultistreamtiler rows=1 columns=1 width=720 height=576 ! nvvideoconvert ! nv3dsink
Provide gstreamer pipeline to run dsexample with inference on dGPU,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m width=1280 height=720 batch-size=1 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt ! dsexample full-frame=1 ! nvvideoconvert ! nvdsosd ! nveglglessink sync=0
Provide gstreamer pipeline to run dsexample with inference on Jetson,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! m.sink_0 nvstreammux name=m width=1280 height=720 batch-size=1 ! nvinfer config-file-path=/opt/nvidia/deepstream/deepstream/samples/configs/deepstream-app/config_infer_primary.txt ! dsexample full-frame=1 ! nvvideoconvert ! nvdsosd ! nv3dsink sync=1
Provide a gstreamer pipeline to dewarp and display the output on Jetson for a single source.,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_cam6.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! nvvideoconvert ! nvdewarper config-file=/opt/nvidia/deepstream/deepstream/sources/apps/sample_apps/deepstream-dewarper-test/config_dewarper.txt source-id=6 ! m.sink_0 nvstreammux name=m width=960 height=752 batch-size=4 num-surfaces-per-frame=4 ! nvmultistreamtiler ! nv3dsink
Provide a gstreamer pipeline to dewarp and display the output on Jetson for a single source.,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_1080p_h264.mp4 ! qtdemux ! h264parse ! nvv4l2decoder ! nvvideoconvert ! nvdewarper config-file=/opt/nvidia/deepstream/deepstream/sources/apps/sample_apps/deepstream-dewarper-test/config_dewarper_perspective.txt nvbuf-memory-type=4 ! m.sink_0 nvstreammux name=m width=3680 height=2428 batch-size=1 num-surfaces-per-frame=1 ! nvmultistreamtiler ! nv3dsink
Provide a gstreamer pipeline to dewarp a given jpg image and convert it to a jpg file.,gst-launch-1.0 filesrc location=/opt/nvidia/deepstream/deepstream/samples/streams/sample_720p.jpg ! nvjpegdec ! nvvideoconvert ! nvdewarper config-file=/opt/nvidia/deepstream/deepstream/sources/apps/sample_apps/deepstream-dewarper-test/config_dewarper_perspective.txt ! nvvideoconvert ! jpegenc ! filesink location=output.jpg
